x,fano_profile
1.31732,1.9921450806577201
1.3175,1.993103448275861
1.31768,1.9940074532745236
1.31786,1.994855420187117
1.3180399999999999,1.9956456372041391
1.31822,1.9963763557786391
1.3184,1.9970457902511078
1.3185799999999999,1.9976521174956594
1.31876,1.998193476589449
1.31894,1.9986679685073419
1.31912,1.9990736558440068
1.3193,1.999408562565631
1.31948,1.9996706737936234
1.31966,1.9998579356227166
1.31984,1.9999682549760325
1.32002,1.9999994994997499
1.3202,1.9999494975001262
1.3203799999999999,1.999816037925744
1.32056,1.9995968703979465
1.32074,1.9992897052925518
1.3209199999999999,1.9988922138760163
1.3211,1.99840202849936
1.32128,1.9978167428532443
1.32146,1.9971339122877123
1.32164,1.9963510542001957
1.32182,1.9954656484954947
1.322,1.994475138121547
1.32218,1.9933769296848576
1.32236,1.9921683941495818
1.32254,1.990846867624334
1.32272,1.989409652240831
1.3229,1.987854017128581
1.32308,1.9861771994898927
1.3232599999999999,1.9843764057794795
1.32344,1.9824488129930058
1.32362,1.9803915700689694
1.3237999999999999,1.978201799408251
1.32398,1.9758765985157192
1.32416,1.9734130417682698
1.32434,1.9708081823135613
1.32452,1.9680590541037475
1.3247,1.9651626740683514
1.32488,1.9621160444304173
1.32506,1.9589161551698386
1.32524,1.9555599866376998
1.32542,1.9520445123253205
1.3256,1.948366701791363
1.32578,1.9445235237502525
1.32596,1.940511949324896
1.3261399999999999,1.936328955466281
1.32632,1.9319715285423125
1.3265,1.9274366680978976
1.32668,1.9227213907877494
1.32686,1.9178227344831074
1.32704,1.9127377625529636
1.32722,1.907463568320007
1.3274,1.9019972796907492
1.32758,1.8963360639588493
1.32776,1.8904771327800354
1.32794,1.8844177473161356
1.32812,1.8781552235452084
1.3283,1.871686937733988
1.3284799999999999,1.8650103320678624
1.32866,1.8581229204329408
1.32884,1.8510222943439067
1.3290199999999999,1.8437061290102064
1.3292,1.8361721895323693
1.32938,1.8284183372193101
1.3295599999999999,1.82044253601618
1.32974,1.8122428590315385
1.32992,1.8038174951515813
1.3301,1.7951647557277977
1.33028,1.786283081323682
1.33046,1.7771710485047656
1.33064,1.7678273766554244
1.33082,1.7582509348044715
1.331,1.748440748440755
1.33118,1.7383960062989732
1.3313599999999999,1.7281160670945588
1.33154,1.7176004661858428
1.33172,1.706848922140766
1.3319,1.6958613431842098
1.33208,1.6846378335016208
1.33226,1.6731786993735314
1.33244,1.6614844551153054
1.33262,1.6495558287954017
1.3328,1.637393767705389
1.33298,1.6249994435546282
1.33316,1.612374257361933
1.33334,1.5995198440168266
1.33352,1.586438076483112
1.3336999999999999,1.573131069617245
1.33388,1.5596011835748005
1.33406,1.5458510267788677
1.3342399999999999,1.5318834584244594
1.33442,1.517701590494342
1.3346,1.5033087892627515
1.3347799999999999,1.4887086762642243
1.33496,1.473905128706628
1.33514,1.4589022793090856
1.33532,1.443704515546725
1.3355,1.4283164782867488
1.33568,1.4127430598018922
1.33586,1.3969894011501214
1.33604,1.3810608889111446
1.33622,1.3649631512733746
1.3364,1.3487020534676526
1.3365799999999999,1.3322836925462733
1.33676,1.315714391509244
1.33694,1.2990006927826567
1.3371199999999999,1.2821493510565127
1.3373,1.265167325492906
1.33748,1.2480617713185542
1.33766,1.2308400308181315
1.33784,1.213509623748612
1.33802,1.196078237197239
1.3382,1.1785537149092375
1.33838,1.160944046113467
1.33856,1.1432573538775097
1.33874,1.1255018830262726
1.3389199999999999,1.1076859876600025
1.3391,1.0898181183104336
